index,name,sector,biome,hazards,hash,position,waypoints,maxHealth,health,disabled,initialOwner,currentOwner,regenPerSecond,event,statistics,attacking
135,ADHARA,Gallux,"{'name': 'Desolate', 'description': 'Scorching temperatures, high winds, and low precipitation cause a near-constant cycle of fires to sweep this planet, punctuated by short bursts of lush rebirth between infernos.'}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Fire Tornadoes', 'description': 'Planet is ravaged by deadly fire tornadoes.'}]",1937725917,"{'x': 0.3655414, 'y': -0.40630427}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
136,AFOYAY BAY,Gallux,"{'name': 'Highlands', 'description': 'Rocky outcroppings punctuate fields of tall grass in a planet dominated by misty highland terrain.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}, {'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",3715077297,"{'x': 0.30818605, 'y': -0.4349489}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 372573, 'missionsLost': 43676, 'missionTime': 1549772147, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 249083924, 'bulletsFired': 1181280945, 'bulletsHit': 1138137698, 'timePlayed': 1549772147, 'deaths': 2794226, 'revives': 0, 'friendlies': 525061, 'missionSuccessRate': 89, 'accuracy': 96, 'playerCount': 2}",[]
137,AIN-5,Hanzo,"{'name': 'Wasteland', 'description': 'The lifeless grey of this planet is interrupted only by the violet flowers that grow from strange, parasitic outcroppings.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}]",4017257734,"{'x': 0.21723792, 'y': -0.49157324}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
138,ALAIRT III,Hanzo,"{'name': 'Rainforest', 'description': ""The strange subversion of photosynthesis that sustains the oddly-hued flora that flourishes on this planet remains an intriguing mystery to Super Earth's greatest exo-biologists.""}","[{'name': 'Ion Storms', 'description': 'Ion storms intermittently disable Stratagems.'}]",1534729714,"{'x': 0.11354035, 'y': -0.5914251}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 111803, 'missionsLost': 15453, 'missionTime': 482636825, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 77996971, 'bulletsFired': 337124060, 'bulletsHit': 324482210, 'timePlayed': 482636825, 'deaths': 883248, 'revives': 0, 'friendlies': 166368, 'missionSuccessRate': 87, 'accuracy': 96, 'playerCount': 2}",[]
139,ALAMAK VII,Hanzo,"{'name': 'Ethereal', 'description': 'This world teems with ethereal, boundless, and peculiar plant life that spreads silent and uninterrupted across its entire surface.'}","[{'name': 'None', 'description': ""This planet's environment is not yet known, or has no environmental modifiers.""}]",3213455987,"{'x': 0.06359941, 'y': -0.5271288}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 197660, 'missionsLost': 30700, 'missionTime': 815093592, 'terminidKills': 42, 'automatonKills': 0, 'illuminateKills': 130558712, 'bulletsFired': 575838528, 'bulletsHit': 550835072, 'timePlayed': 815093592, 'deaths': 1581204, 'revives': 0, 'friendlies': 291103, 'missionSuccessRate': 86, 'accuracy': 95, 'playerCount': 3}",[]
140,ALARAPH,Akira,"{'name': 'Wasteland', 'description': 'The lifeless grey of this planet is interrupted only by the violet flowers that grow from strange, parasitic outcroppings.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}]",2830340410,"{'x': -0.03489475, 'y': -0.54864734}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
141,ALATHFAR XI,Akira,"{'name': 'Winter', 'description': ""Submerged in eternal winter, this world's frosty peaks glimmer in the light of its too-distant star.""}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}, {'name': 'Blizzards', 'description': 'Intense blizzard reduce mobility and moderately reduce visibility for both enemy and friendly units.'}]",1297056046,"{'x': -0.12159955, 'y': -0.5161287}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 409518, 'missionsLost': 30581, 'missionTime': 1762346627, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 286500010, 'bulletsFired': 1196444836, 'bulletsHit': 1184416816, 'timePlayed': 1762346627, 'deaths': 2691060, 'revives': 0, 'friendlies': 541388, 'missionSuccessRate': 93, 'accuracy': 98, 'playerCount': 4}",[]
142,ANDAR,Akira,"{'name': 'Tundra', 'description': ""A perennially chilly climate has allowed short, colourful shrubs to flourish across this planet's surface.""}","[{'name': 'None', 'description': ""This planet's environment is not yet known, or has no environmental modifiers.""}]",1526977116,"{'x': -0.20094277, 'y': -0.4955483}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 504916, 'missionsLost': 51059, 'missionTime': 1928617887, 'terminidKills': 1403, 'automatonKills': 0, 'illuminateKills': 318938880, 'bulletsFired': 1401407982, 'bulletsHit': 1404001154, 'timePlayed': 1928617887, 'deaths': 3358065, 'revives': 0, 'friendlies': 636132, 'missionSuccessRate': 90, 'accuracy': 100, 'playerCount': 13}",[]
143,ASPEROTH PRIME,Akira,"{'name': 'Swamp', 'description': 'Tall, gnarled trees flourish across the surface of this forested world. Sunlight filters past dangling vines, to the saturated undergrowth below.'}","[{'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",770159872,"{'x': -0.23688374, 'y': -0.5768446}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 317382, 'missionsLost': 47081, 'missionTime': 1377887969, 'terminidKills': 295, 'automatonKills': 0, 'illuminateKills': 215874674, 'bulletsFired': 1059589488, 'bulletsHit': 1006785918, 'timePlayed': 1377887969, 'deaths': 2651349, 'revives': 0, 'friendlies': 505745, 'missionSuccessRate': 87, 'accuracy': 95, 'playerCount': 1}",[]
144,BELLATRIX,Guang,"{'name': 'Highlands', 'description': 'Rocky outcroppings punctuate fields of tall grass in a planet dominated by misty highland terrain.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}, {'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",232742202,"{'x': -0.30640945, 'y': -0.4626785}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 464748, 'missionsLost': 67546, 'missionTime': 1855300148, 'terminidKills': 295, 'automatonKills': 0, 'illuminateKills': 312753303, 'bulletsFired': 1418293052, 'bulletsHit': 1396290122, 'timePlayed': 1855300148, 'deaths': 3528780, 'revives': 0, 'friendlies': 605046, 'missionSuccessRate': 87, 'accuracy': 98, 'playerCount': 4}",[]
145,BOTEIN,Guang,"{'name': 'Toxic', 'description': ""Dense, toxic fumes from deep within the planet's crust seep out of cracks in the earth and coat the ground in a sickly haze.""}","[{'name': 'Acid Storms', 'description': 'Corrosive acid storms temporarily reduce armor effectiveness for both enemy and friendly units.'}]",784275392,"{'x': -0.3871862, 'y': -0.43394879}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 89318, 'missionsLost': 14586, 'missionTime': 376721242, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 60233951, 'bulletsFired': 259896619, 'bulletsHit': 251961066, 'timePlayed': 376721242, 'deaths': 771764, 'revives': 0, 'friendlies': 134925, 'missionSuccessRate': 85, 'accuracy': 96, 'playerCount': 0}",[]
146,OSUPSAM,Tarragon,"{'name': 'Mesa', 'description': ""A blazing-hot desert planet, it's rocky mesas are the sole interruptions to the endless sea of dunes.""}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Sandstorms', 'description': 'Dense sandstorms reduce mobility and greatly reduce visibility for both enemy and friendly units.'}]",1986037000,"{'x': -0.47797978, 'y': -0.3174094}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 450148, 'missionsLost': 46639, 'missionTime': 1890522858, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 304248462, 'bulletsFired': 1396201401, 'bulletsHit': 1358243830, 'timePlayed': 1890522858, 'deaths': 3381746, 'revives': 0, 'friendlies': 636135, 'missionSuccessRate': 90, 'accuracy': 97, 'playerCount': 6}",[]
147,BRINK-2,Tarragon,"{'name': 'Rainforest', 'description': ""The strange subversion of photosynthesis that sustains the oddly-hued flora that flourishes on this planet remains an intriguing mystery to Super Earth's greatest exo-biologists.""}","[{'name': 'Ion Storms', 'description': 'Ion storms intermittently disable Stratagems.'}]",2935376141,"{'x': -0.4116785, 'y': -0.3474094}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 287374, 'missionsLost': 31518, 'missionTime': 1198913328, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 197523187, 'bulletsFired': 865291975, 'bulletsHit': 842497598, 'timePlayed': 1198913328, 'deaths': 2148718, 'revives': 0, 'friendlies': 415312, 'missionSuccessRate': 90, 'accuracy': 97, 'playerCount': 0}",[]
148,BUNDA SECUNDUS,Tarragon,"{'name': 'Tundra', 'description': ""A perennially chilly climate has allowed short, colourful shrubs to flourish across this planet's surface.""}","[{'name': 'None', 'description': ""This planet's environment is not yet known, or has no environmental modifiers.""}]",3228999359,"{'x': -0.5268447, 'y': -0.18688355}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 48884, 'missionsLost': 7770, 'missionTime': 223336991, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 35721844, 'bulletsFired': 159357256, 'bulletsHit': 152819340, 'timePlayed': 223336991, 'deaths': 428915, 'revives': 0, 'friendlies': 83979, 'missionSuccessRate': 86, 'accuracy': 95, 'playerCount': 2}",[]
149,CANOPUS,Tarragon,"{'name': 'Desert', 'description': 'A desert planet prone to unpredictable and dangerous sand twisters.'}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Tremors', 'description': 'Frequent earthquakes stun players and enemies alike.'}]",3482441182,"{'x': -0.47057328, 'y': -0.23023784}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 454026, 'missionsLost': 56487, 'missionTime': 1906840076, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 306391856, 'bulletsFired': 1369679156, 'bulletsHit': 1328244642, 'timePlayed': 1906840076, 'deaths': 3538102, 'revives': 0, 'friendlies': 667140, 'missionSuccessRate': 88, 'accuracy': 96, 'playerCount': 13}",[]
150,CAPH,Theseus,"{'name': 'Swamp', 'description': 'Tall, gnarled trees flourish across the surface of this forested world. Sunlight filters past dangling vines, to the saturated undergrowth below.'}","[{'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",3480296110,"{'x': -0.5226474, 'y': -0.035894625}","[151, 192]",1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
151,CASTOR,Theseus,"{'name': 'Canyon', 'description': 'This arid, rocky biome covering this world has driven the evolution of exceptionally efficient water usage in its various organisms.'}","[{'name': 'Tremors', 'description': 'Frequent earthquakes stun players and enemies alike.'}]",1043181,"{'x': -0.56242514, 'y': -0.11354032}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
152,DURGEN,Severin,"{'name': 'Mesa', 'description': ""A blazing-hot desert planet, it's rocky mesas are the sole interruptions to the endless sea of dunes.""}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Sandstorms', 'description': 'Dense sandstorms reduce mobility and greatly reduce visibility for both enemy and friendly units.'}]",572242261,"{'x': -0.9146473, 'y': -0.17310524}",[],1000000,1000000,False,Automaton,Humans,1388.8889,,"{'missionsWon': 5115149, 'missionsLost': 485262, 'missionTime': 15341784362, 'terminidKills': 24794, 'automatonKills': 1005949813, 'illuminateKills': 0, 'bulletsFired': 7277391123, 'bulletsHit': 6964522877, 'timePlayed': 15341784362, 'deaths': 39444412, 'revives': 0, 'friendlies': 3648543, 'missionSuccessRate': 91, 'accuracy': 95, 'playerCount': 1}",[]
153,DRAUPNIR,Xzar,"{'name': 'Highlands', 'description': 'Rocky outcroppings punctuate fields of tall grass in a planet dominated by misty highland terrain.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}, {'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",1192040123,"{'x': -0.745425, 'y': -0.1314594}",[239],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 5297862, 'missionsLost': 660886, 'missionTime': 4424633132, 'terminidKills': 519, 'automatonKills': 344843530, 'illuminateKills': 0, 'bulletsFired': 2497947242, 'bulletsHit': 2458065270, 'timePlayed': 4424633132, 'deaths': 21577171, 'revives': 0, 'friendlies': 2109703, 'missionSuccessRate': 88, 'accuracy': 98, 'playerCount': 0}",[]
154,MORT,Xzar,"{'name': 'Wasteland', 'description': 'The lifeless grey of this planet is interrupted only by the violet flowers that grow from strange, parasitic outcroppings.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}]",457558822,"{'x': -0.6788745, 'y': 0.117238}","[107, 155]",1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 2105834, 'missionsLost': 102158, 'missionTime': 3563498616, 'terminidKills': 1184, 'automatonKills': 266410168, 'illuminateKills': 0, 'bulletsFired': 1447237540, 'bulletsHit': 1348365729, 'timePlayed': 3563498616, 'deaths': 8523515, 'revives': 0, 'friendlies': 1113474, 'missionSuccessRate': 95, 'accuracy': 93, 'playerCount': 0}",[]
155,INGMAR,Xzar,"{'name': 'Crimsonmoor', 'description': 'A crimson algae has propagated wildly across this entire planet, coating its rocky hills with a constant red that masks the spilt blood of the heroes who defend it from tyranny.'}","[{'name': 'Ion Storms', 'description': 'Ion storms intermittently disable Stratagems.'}]",2655630774,"{'x': -0.73154825, 'y': 0.05294286}",[197],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 463505, 'missionsLost': 59020, 'missionTime': 1923837355, 'terminidKills': 0, 'automatonKills': 162054971, 'illuminateKills': 0, 'bulletsFired': 866972626, 'bulletsHit': 929298047, 'timePlayed': 1923837355, 'deaths': 3792516, 'revives': 0, 'friendlies': 520603, 'missionSuccessRate': 88, 'accuracy': 100, 'playerCount': 0}",[]
156,CHARBAL-VII,Andromeda,"{'name': 'Toxic', 'description': ""Dense, toxic fumes from deep within the planet's crust seep out of cracks in the earth and coat the ground in a sickly haze.""}","[{'name': 'Acid Storms', 'description': 'Corrosive acid storms temporarily reduce armor effectiveness for both enemy and friendly units.'}]",3531149629,"{'x': -0.6009798, 'y': 0.2024094}","[154, 158]",1000000,1000000,False,Humans,Humans,0.00027777778,,"{'missionsWon': 953878, 'missionsLost': 118270, 'missionTime': 3139036185, 'terminidKills': 0, 'automatonKills': 224887550, 'illuminateKills': 0, 'bulletsFired': 1342128681, 'bulletsHit': 1357251974, 'timePlayed': 3139036185, 'deaths': 8576966, 'revives': 0, 'friendlies': 833463, 'missionSuccessRate': 88, 'accuracy': 100, 'playerCount': 1}",[]
157,CHARON PRIME,Andromeda,"{'name': 'Crimsonmoor', 'description': 'A crimson algae has propagated wildly across this entire planet, coating its rocky hills with a constant red that masks the spilt blood of the heroes who defend it from tyranny.'}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}]",2007360508,"{'x': -0.575186, 'y': 0.26594892}","[156, 158, 199]",1000000,1000000,False,Humans,Humans,0.00027777778,,"{'missionsWon': 835055, 'missionsLost': 97435, 'missionTime': 3317071318, 'terminidKills': 0, 'automatonKills': 294814847, 'illuminateKills': 0, 'bulletsFired': 1544262747, 'bulletsHit': 1670022306, 'timePlayed': 3317071318, 'deaths': 7395756, 'revives': 0, 'friendlies': 784249, 'missionSuccessRate': 89, 'accuracy': 100, 'playerCount': 2}",[199]
158,CHOEPESSA IV,Trigon,"{'name': 'Icemoss', 'description': 'Ice and moss-covered rock can be found across most of the surface of this planet.'}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}]",2564387350,"{'x': -0.7044093, 'y': 0.25667855}","[242, 244]",1000000,1000000,False,Humans,Humans,0.00027777778,,"{'missionsWon': 2170948, 'missionsLost': 193439, 'missionTime': 7708327239, 'terminidKills': 0, 'automatonKills': 574806515, 'illuminateKills': 0, 'bulletsFired': 3343048679, 'bulletsHit': 3423407676, 'timePlayed': 7708327239, 'deaths': 17683459, 'revives': 0, 'friendlies': 1743569, 'missionSuccessRate': 91, 'accuracy': 100, 'playerCount': 2}",[]
159,CHOOHE,Lacaille,"{'name': 'Mesa', 'description': ""A blazing-hot desert planet, it's rocky mesas are the sole interruptions to the endless sea of dunes.""}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Sandstorms', 'description': 'Dense sandstorms reduce mobility and greatly reduce visibility for both enemy and friendly units.'}]",1159313659,"{'x': -0.3992379, 'y': 0.5128745}","[160, 203]",1000000,1000000,False,Humans,Automaton,6.9444447,,"{'missionsWon': 2386998, 'missionsLost': 215986, 'missionTime': 8389394307, 'terminidKills': 0, 'automatonKills': 690317171, 'illuminateKills': 0, 'bulletsFired': 3277428605, 'bulletsHit': 3512002486, 'timePlayed': 8389394307, 'deaths': 18590749, 'revives': 0, 'friendlies': 2039977, 'missionSuccessRate': 91, 'accuracy': 100, 'playerCount': 1032}",[]
160,CHORT BAY,Lacaille,"{'name': 'Toxic', 'description': ""Dense, toxic fumes from deep within the planet's crust seep out of cracks in the earth and coat the ground in a sickly haze.""}","[{'name': 'Acid Storms', 'description': 'Corrosive acid storms temporarily reduce armor effectiveness for both enemy and friendly units.'}]",2695598028,"{'x': -0.3412379, 'y': 0.5515733}",[],1000000,1000000,False,Humans,Humans,8.333333,,"{'missionsWon': 2989241, 'missionsLost': 335945, 'missionTime': 11090246050, 'terminidKills': 119, 'automatonKills': 862763891, 'illuminateKills': 0, 'bulletsFired': 4622070572, 'bulletsHit': 4884166238, 'timePlayed': 11090246050, 'deaths': 28203946, 'revives': 0, 'friendlies': 2901791, 'missionSuccessRate': 89, 'accuracy': 100, 'playerCount': 8}","[115, 159, 203]"
161,CLAORELL,Tanis,"{'name': 'Moon', 'description': 'A rocky, lonely moon with extremely valuable mineral deposits underneath the surface.'}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}, {'name': 'Meteor Storms', 'description': 'Meteors impact the surface causing massive damage.'}]",1109752394,"{'x': -0.04959929, 'y': 0.5291288}","[69, 162]",1000000,1000000,False,Humans,Humans,5.5555553,,"{'missionsWon': 1933008, 'missionsLost': 209736, 'missionTime': 7861735090, 'terminidKills': 0, 'automatonKills': 676584485, 'illuminateKills': 0, 'bulletsFired': 3131822394, 'bulletsHit': 3449889030, 'timePlayed': 7861735090, 'deaths': 16551916, 'revives': 0, 'friendlies': 1794630, 'missionSuccessRate': 90, 'accuracy': 100, 'playerCount': 2}","[117, 162]"
162,CLASA,Tanis,"{'name': 'Swamp', 'description': 'Tall, gnarled trees flourish across the surface of this forested world. Sunlight filters past dangling vines, to the saturated undergrowth below.'}","[{'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",4171074231,"{'x': -0.07354023, 'y': 0.6374251}",[163],1000000,1000000,False,Humans,Automaton,4.1666665,,"{'missionsWon': 1008217, 'missionsLost': 117858, 'missionTime': 3543084959, 'terminidKills': 524, 'automatonKills': 255431028, 'illuminateKills': 0, 'bulletsFired': 1513348294, 'bulletsHit': 1555943534, 'timePlayed': 3543084959, 'deaths': 8721662, 'revives': 0, 'friendlies': 907952, 'missionSuccessRate': 89, 'accuracy': 100, 'playerCount': 204}",[]
163,DEMIURG,Tanis,"{'name': 'Tundra', 'description': ""A perennially chilly climate has allowed short, colourful shrubs to flourish across this planet's surface.""}","[{'name': 'None', 'description': ""This planet's environment is not yet known, or has no environmental modifiers.""}]",1270268663,"{'x': 0.061421014, 'y': 0.6512196}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 210129, 'missionsLost': 30299, 'missionTime': 837344538, 'terminidKills': 0, 'automatonKills': 88499112, 'illuminateKills': 0, 'bulletsFired': 330352069, 'bulletsHit': 374116066, 'timePlayed': 837344538, 'deaths': 1823600, 'revives': 0, 'friendlies': 213097, 'missionSuccessRate': 87, 'accuracy': 100, 'playerCount': 0}",[162]
164,DENEB SECUNDUS,Arturion,"{'name': 'Icemoss', 'description': 'Ice and moss-covered rock can be found across most of the surface of this planet.'}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}]",575825411,"{'x': 0.09195879, 'y': 0.7373349}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
165,ELECTRA BAY,Arturion,"{'name': 'Highlands', 'description': 'Rocky outcroppings punctuate fields of tall grass in a planet dominated by misty highland terrain.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}, {'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",3031668844,"{'x': 0.2163721, 'y': 0.7093697}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
166,ENULIALE,L'estrade,"{'name': 'Crimsonmoor', 'description': 'A crimson algae has propagated wildly across this entire planet, coating its rocky hills with a constant red that masks the spilt blood of the heroes who defend it from tyranny.'}","[{'name': 'Ion Storms', 'description': 'Ion storms intermittently disable Stratagems.'}]",3692735566,"{'x': 0.47584745, 'y': 0.6789487}","[167, 256]",1000000,1000000,False,Terminids,Terminids,4.1666665,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
167,EPSILON PHOENCIS VI,L'estrade,"{'name': 'Winter', 'description': ""Submerged in eternal winter, this world's frosty peaks glimmer in the light of its too-distant star.""}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}, {'name': 'Blizzards', 'description': 'Intense blizzard reduce mobility and moderately reduce visibility for both enemy and friendly units.'}]",3517952761,"{'x': 0.5693348, 'y': 0.6043272}",[257],1000000,1000000,False,Terminids,Terminids,4.1666665,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
168,ERATA PRIME,Umlaut,"{'name': 'Desert', 'description': 'A desert planet prone to unpredictable and dangerous sand twisters.'}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Tremors', 'description': 'Frequent earthquakes stun players and enemies alike.'}]",3604506896,"{'x': 0.4243272, 'y': 0.34833485}",[124],1000000,1000000,False,Terminids,Humans,6.9444447,,"{'missionsWon': 19475877, 'missionsLost': 1692699, 'missionTime': 56110475989, 'terminidKills': 8060399018, 'automatonKills': 0, 'illuminateKills': 292, 'bulletsFired': 33336013158, 'bulletsHit': 40279117115, 'timePlayed': 56110475989, 'deaths': 141560715, 'revives': 0, 'friendlies': 22220436, 'missionSuccessRate': 92, 'accuracy': 100, 'playerCount': 133}","[34, 124]"
169,ESTANU,Draco,"{'name': 'Icemoss', 'description': 'Ice and moss-covered rock can be found across most of the surface of this planet.'}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}]",356540875,"{'x': 0.5803697, 'y': 0.29137206}",[170],1000000,1000000,False,Terminids,Humans,4.1666665,,"{'missionsWon': 27332716, 'missionsLost': 2826024, 'missionTime': 69761518594, 'terminidKills': 9464440256, 'automatonKills': 809, 'illuminateKills': 0, 'bulletsFired': 45040161582, 'bulletsHit': 54323948904, 'timePlayed': 69761518594, 'deaths': 158196850, 'revives': 0, 'friendlies': 29171838, 'missionSuccessRate': 90, 'accuracy': 100, 'playerCount': 12}","[34, 170]"
170,FORI PRIME,Draco,"{'name': 'Canyon', 'description': 'This arid, rocky biome covering this world has driven the evolution of exceptionally efficient water usage in its various organisms.'}","[{'name': 'Tremors', 'description': 'Frequent earthquakes stun players and enemies alike.'}]",3087050848,"{'x': 0.6880386, 'y': 0.30101782}","[171, 212]",1000000,69713,False,Terminids,Terminids,8.333333,,"{'missionsWon': 21662279, 'missionsLost': 2166487, 'missionTime': 64915867895, 'terminidKills': 9295589902, 'automatonKills': 292, 'illuminateKills': 171, 'bulletsFired': 42221835084, 'bulletsHit': 50590479352, 'timePlayed': 64915867895, 'deaths': 149808385, 'revives': 0, 'friendlies': 24521924, 'missionSuccessRate': 90, 'accuracy': 100, 'playerCount': 62667}",[]
